age,age_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision,female_gender,Asian/Pacific Islander/Asian-American_race,Black/African American_race,European/Caucasian-American_race,Latino/Hispanic American_race,Asian/Pacific Islander/Asian-American_race_o,Black/African American_race_o,European/Caucasian-American_race_o,Latino/Hispanic American_race_o,acting_field,african-american studies/history_field,american studies_field,american studies [masters]_field,anthropology_field,anthropology/education_field,applied maths/econs_field,applied physiology & nutrition_field,architecture_field,art education_field,art history_field,art history/medicine_field,arts administration_field,bilingual education_field,biochemistry_field,biochemistry & molecular biophysics_field,biochemistry/genetics_field,biology_field,biology phd_field,biomedical engineering_field,biomedical informatics_field,biomedicine_field,biotechnology_field,business_field,business & international affairs_field,business [finance & marketing]_field,business [mba]_field,business administration_field,business consulting_field,business school_field,business- mba_field,business/ finance/ real estate_field,business/law_field,business; marketing_field,business; media_field,cell biology_field,chemistry_field,classics_field,climate change_field,climate dynamics_field,climate-earth and environ. science_field,clinical psychology_field,cognitive studies in education_field,communications_field,communications in education_field,comparative literature_field,computational biochemsistry_field,computer science_field,conservation biology_field,consulting_field,counseling psychology_field,creative writing_field,creative writing - nonfiction_field,creative writing [nonfiction]_field,curriculum and teaching/giftedness_field,early childhood education_field,earth and environmental science_field,ecology_field,economics_field,economics and political science_field,economics; english_field,economics; sociology_field,ed.d. in higher education policy at tc_field,education_field,education administration_field,education leadership - public school administration_field,education policy_field,education- literacy specialist_field,educational psychology_field,electrical engg._field,electrical engineering_field,elementary education_field,elementary education - preservice_field,elementary/childhood education [ma]_field,engineering_field,english_field,english and comp lit_field,english education_field,environmental engineering_field,epidemiology_field,film_field,finanace_field,finance_field,finance&economics_field,finance/economics_field,financial engineering_field,financial math_field,french_field,fundraising management_field,general management/finance_field,genetics_field,genetics & development_field,german literature_field,gs postbacc premed_field,gsas_field,history_field,history [gsas - phd]_field,history of religion_field,human rights_field,human rights: middle east_field,industrial engineering_field,industrial engineering/operations research_field,instructional media and technology_field,instructional tech & media_field,intellectual property law_field,international affairs_field,international affairs - economic development_field,international affairs - economic policy_field,international affairs and public health_field,international affairs/finance_field,international affairs/international finance_field,international business_field,international development_field,international educational development_field,international finance and business_field,international politics_field,international relations_field,international security policy - sipa_field,intrernational affairs_field,japanese literature_field,journalism_field,law_field,law and english literature [j.d./ph.d.]_field,law and social work_field,law/business_field,ma biotechnology_field,ma in quantitative methods_field,ma science education_field,ma teaching social studies_field,marine geophysics_field,marketing_field,master in public administration_field,masters in public administration_field,masters of industrial engineering_field,masters of social work_field,masters of social work&education_field,math_field,math education_field,math of finance_field,mathematical finance_field,mathematics_field,mathematics; phd_field,mba_field,mba - private equity / real estate_field,mba / master of international affairs [sipa]_field,mba finance_field,mechanical engineering_field,medical informatics_field,medicine_field,medicine and biochemistry_field,mfa  poetry_field,mfa -film_field,mfa acting program_field,mfa creative writing_field,mfa writing_field,microbiology_field,modern chinese literature_field,molecular biology_field,money_field,museum anthropology_field,music education_field,neurobiology_field,neuroscience_field,neurosciences/stem cells_field,nonfiction writing_field,nutrition_field,nutrition/genetics_field,nutritiron_field,operations research_field,operations research [seas]_field,organizational psychology_field,philosophy_field,philosophy [ph.d.]_field,philosophy and physics_field,physics_field,physics [astrophysics]_field,polish_field,political science_field,psychology_field,psychology and english_field,public administration_field,public health_field,public policy_field,qmss_field,religion_field,religion; gsas_field,school psychology_field,sipa - energy_field,sipa / mia_field,sipa-international affairs_field,soa -- writing_field,social studies education_field,social work_field,social work/sipa_field,sociology_field,sociology and education_field,sociomedical sciences- school of public health_field,speech language pathology_field,speech pathology_field,statistics_field,stats_field,tc [health ed]_field,teaching of english_field,tesol_field,theater_field,theatre management & producing_field,undergrad - gs_field,urban planning_field,working_field
28,23,0,1,1,0.1,0.25,0.2,0.25,0.05,0.15,0.5,0.0,0.25,0.1,0.0,0.15,10,6,10,10,10,6.0,7.0,7.0,6.0,6.0,6.0,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.46,10,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,28,0,3,3,0.15913182636527304,0.2045409081816363,0.2045409081816363,0.2045409081816363,0.11362272454490897,0.11362272454490897,0.18,0.18,0.2,0.18,0.16,0.1,8,7,8,9,7,5.0,6.0,8.0,5.0,5.0,4.0,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.55,5,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,1,4,8,0.75,0.05,0.05,0.05,0.05,0.05,0.08,0.2,0.25,0.25,0.12,0.1,7,9,8,8,8,7.0,8.0,8.0,7.0,8.0,6.0,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.0,6,7.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,1,3,1,0.15,0.15,0.25,0.25,0.2,0.0,0.2,0.15,0.2,0.15,0.12,0.18,9,6,10,9,10,10.0,10.0,10.0,10.0,10.0,10.0,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.62,6,10.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,0,6,6,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.3,0.1,0.2,0.15,0.15,0.1,8,8,9,10,10,4.0,8.0,9.0,9.0,5.0,4.0,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,0.17,7,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,22,0,1,1,0.25,0.07,0.25,0.25,0.08,0.1,0.5,0.1,0.1,0.1,0.1,0.1,9,9,9,9,9,10.0,10.0,10.0,10.0,10.0,10.0,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,-0.11,5,9.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,0,7,1,0.2,0.2,0.2,0.1,0.2,0.1,0.27,0.15,0.28,0.1,0.1,0.1,8,9,6,10,7,8.0,8.0,8.0,9.0,6.0,4.0,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,-0.07,7,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,28,1,3,9,0.21429999999999996,0.1667,0.21429999999999996,0.1667,0.11899999999999998,0.11899999999999998,0.1538153815381538,0.1923192319231923,0.1923192319231923,0.1923192319231923,0.1346134613461346,0.1346134613461346,9,8,10,10,8,8.0,8.0,9.0,9.0,8.0,6.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.49,8,7.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,23,0,1,1,0.2,0.1,0.1,0.3,0.15,0.15,0.3,0.2,0.2,0.2,0.1,0.0,7,8,8,8,8,9.0,7.0,8.0,4.0,8.0,3.0,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,0.52,8,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30,1,8,9,0.3,0.03,0.3,0.3,0.03,0.04,0.2,0.2,0.2,0.15,0.05,0.2,8,10,8,9,7,7.0,8.0,9.0,7.0,6.0,5.0,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,0.44,7,7.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
